;word;part_of_speech;Positivity;Negativity;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust;wn_synset_id
2298;discriminatoriu;Adjective;0;1;0;0;1;0;0;0;0;0;ENG30-00774323-a
2299;discutabil;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00602293-a
2300;irelevant;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01976084-a
2301;nerelevant;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01976084-a
2302;convorbire;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07135734-n
2303;dialog;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07135734-n
2304;discuție;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07135734-n
2305;disecare;Noun;0;0;0;0;1;0;0;0;0;0;ENG30-00387214-n
2306;disecție;Noun;0;0;0;0;1;0;0;0;0;0;ENG30-00387214-n
2307;disensiune;Noun;0;1;1;0;0;0;0;0;0;0;ENG30-13982357-n
2308;dezacord;Noun;0;1;1;0;0;0;0;0;0;0;ENG30-13982357-n
2309;diferend;Noun;0;1;1;0;0;0;0;0;0;0;ENG30-13982357-n
2310;conflict;Noun;0;1;1;0;0;0;0;0;0;0;ENG30-13982357-n
2311;disonanță;Noun;0;1;1;0;0;0;0;0;0;0;ENG30-04984514-n
2312;stridență;Noun;0;1;1;0;0;0;0;0;0;0;ENG30-04984514-n
2313;zgomot;Noun;0;1;1;0;0;0;0;0;0;0;ENG30-04984514-n
2315;dispariție;Noun;0;0;0;0;0;0;0;1;1;0;ENG30-00053609-n
2316;dispărut;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-00929164-a
2317;extinct;Adjective;0;1;0;0;0;0;0;1;0;0;OTHER
2318;dispărut;Noun;0;1;0;0;0;1;0;1;0;0;ENG30-10746346-n
2320;împrăștiere;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-00369138-n
2321;risipire;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-00369138-n
2322;îndepărtare;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-00391599-n
2323;înlăturare;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-00391599-n
2325;dispreț;Noun;0;1;1;0;1;1;0;0;0;0;ENG30-04915687-n
2326;sfidare;Noun;0;1;1;0;1;1;0;0;0;0;ENG30-04915687-n
2327;desconsiderare;Noun;0;1;1;0;1;0;0;1;0;0;ENG30-14437845-n
2328;desconsiderație;Noun;0;1;1;0;1;0;0;1;0;0;ENG30-14437845-n
2329;invidie;Noun;0;1;1;0;0;0;0;1;0;0;ENG30-07549716-n
2330;pizmă;Noun;0;1;1;0;0;0;0;1;0;0;ENG30-07549716-n
2331;controversă;Noun;0;1;1;0;0;0;0;0;0;0;ENG30-01170813-n
2332;discuție;Noun;0;1;1;0;0;0;0;0;0;0;ENG30-01170813-n
2333;dispută;Noun;0;1;1;0;0;0;0;0;0;0;ENG30-01170813-n
2334;limpezire;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-00264192-n
2335;purificare;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-00264192-n
2336;epurare;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-00264192-n
2337;bun-gust;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-04814025-n
2338;distincție;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-04814025-n
2339;spilcuială;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-04814025-n
2340;eleganță;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-04814025-n
2341;rafinament;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-04814025-n
2342;amuza;Verb;1;0;0;0;0;0;1;0;0;0;ENG30-02492198-v
2343;delecta;Verb;1;0;0;0;0;0;1;0;0;0;ENG30-02492198-v
2344;desfăta;Verb;1;0;0;0;0;0;1;0;0;0;ENG30-02492198-v
2345;distra;Verb;1;0;0;0;0;0;1;0;0;0;ENG30-02492198-v
2346;înveselit;Verb;1;0;0;0;0;0;1;0;0;0;DEX
2347;distragere;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-00200041-n
2348;amuzament;Noun;1;0;0;1;0;0;1;0;0;0;ENG30-00426928-n
2349;distracție;Noun;1;0;0;1;0;0;1;0;0;0;ENG30-00426928-n
2350;divertisment;Noun;1;0;0;1;0;0;1;0;0;0;ENG30-00426928-n
2351;distractiv;Adjective;1;0;0;0;0;0;1;0;0;0;ENG30-01344344-a
2352;distractiv;Adverb;1;0;0;1;0;0;1;0;0;0;ENG30-00329478-r
2353;antrenant;Adverb;1;0;0;1;0;0;1;0;0;0;ENG30-00329478-r
2354;distras;Adjective;0;1;0;1;0;1;0;0;0;0;ENG30-00085870-a
2355;distrugător;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-10008716-n
2356;consuma;Verb;0;1;1;0;0;1;0;1;0;0;ENG30-01565921-v
2357;distruge;Verb;0;1;1;0;0;1;0;1;0;0;ENG30-01565921-v
2358;nimici;Verb;0;1;1;0;0;1;0;1;0;0;ENG30-01565921-v
2359;mistui;Verb;0;1;1;0;0;1;0;1;0;0;ENG30-01565921-v
2360;distrugere;Noun;0;1;1;0;0;0;0;0;0;0;ENG30-07335581-n
2361;se abate;Verb;0;1;0;1;0;0;0;0;0;0;ENG30-00780575-v
2362;devia;Verb;0;1;0;1;0;0;0;0;0;0;ENG30-00780575-v
2363;divaga;Verb;0;1;0;1;0;0;0;0;0;0;ENG30-00780575-v
2364;se îndepărta;Verb;0;1;0;1;0;0;0;0;0;0;ENG30-00780575-v
2366;divergent;Adjective;0;1;0;0;0;0;0;0;1;0;ENG30-00612652-a
2367;variu;Adjective;1;1;0;0;0;0;0;0;0;0;ENG30-00783469-a
2368;variat;Adjective;1;1;0;0;0;0;0;0;0;0;ENG30-00783469-a
2369;divers;Adjective;1;1;0;0;0;0;0;0;0;0;ENG30-00783469-a
2370;felurit;Adjective;1;1;0;0;0;0;0;0;0;0;ENG30-00783469-a
2371;diversificat;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-00783129-a
2372;dizenterie;Noun;0;1;0;0;1;0;0;1;0;0;ENG30-14129999-n
2373;disoluție;Noun;0;1;1;0;0;1;0;1;1;0;ENG30-00216038-n
2374;dizolvare;Noun;0;1;1;0;0;1;0;1;1;0;ENG30-00216038-n
2375;căpăta;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-02210855-v
2376;dobândi;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-02210855-v
2377;obține;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-02210855-v
2378;primi;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-02210855-v
2379;doctor;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-10305802-n
2380;medic;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-10305802-n
2381;crez;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-05959954-n
2382;dogmă;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-06790042-n
2383;fante;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-10787197-n
2385;doliu;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07535010-n
2386;jale;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-13989280-n
2387;doliu;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-13989280-n
2388;domina;Verb;0;1;0;0;0;1;0;0;0;0;ENG30-02646931-v
2390;dominant;Adjective;0;1;0;0;0;1;0;0;0;0;ENG30-00791227-a
2391;domn;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-10127273-n
2392;gentleman;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-10127273-n
2393;dori;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-00903212-v
2394;libido;Noun;0;1;0;1;0;0;0;0;0;0;ENG30-14041106-n
2395;amator;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-00887719-a
2396;doritor;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-00887719-a
2397;dornic;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-00887719-a
2398;însetat;Adjective;0;0;0;1;0;0;0;0;0;0;ENG30-00888200-a
2399;setos;Adjective;0;0;0;1;0;0;0;0;0;0;ENG30-00888200-a
2400;bază;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-03387016-n
2401;fundație;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-03387016-n
2402;fundament;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-03387016-n
2403;temelie;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-03387016-n
2404;dovadă;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-06734322-n
2405;probă;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-06734322-n
2407;drag;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-05143077-n
2409;agreabil;Adverb;1;0;0;0;0;0;0;0;0;0;ENG30-00242006-r
2410;drăguț;Adverb;1;0;0;0;0;0;0;0;0;0;ENG30-00242006-r
2411;estetic;Adverb;1;0;0;0;0;0;0;0;0;0;ENG30-00242006-r
2412;frumos;Adverb;1;0;0;0;0;0;0;0;0;0;ENG30-00242006-r
2413;plăcut;Adverb;1;0;0;0;0;0;0;0;0;0;ENG30-00242006-r
2414;drapel;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-03354903-n
2415;steag;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-03354903-n
2416;stindard;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-03354903-n
2417;flamură;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-03354903-n
2418;jurisprudență;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-08441203-n
2419;legislație;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-08441203-n
2420;lege;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-08441203-n
2421;drept;Adverb;1;0;0;0;0;0;0;0;0;0;ENG30-00205226-r
2422;just;Adverb;1;0;0;0;0;0;0;0;0;0;ENG30-00205226-r
2423;drept;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-00958151-a
2424;echitabil;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-00958151-a
2425;just;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-00958151-a
2426;narcotizat;Adjective;0;0;0;0;0;0;0;1;0;0;ENG30-00798879-a
2427;drogat;Adjective;0;0;0;0;0;0;0;1;0;0;ENG30-00798879-a
2428;dubios;Adverb;0;1;0;0;0;1;0;0;0;0;DEX
2429;duce;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-10038778-n
2430;duel;Noun;0;0;1;1;0;1;0;0;0;0;ENG30-01172784-n
2431;duet;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07041451-n
2432;duo;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07041451-n
2433;dulce;Adverb;1;0;0;0;0;0;1;0;0;1;ENG30-00472323-r
2434;iubitor;Adverb;1;0;0;0;0;0;1;0;0;1;ENG30-00472323-r
2435;dulciuri;Noun;1;0;0;1;0;0;1;0;0;0;ENG30-07596684-n
2436;Dumnezeu;Noun;1;0;0;1;0;1;1;0;0;1;ENG30-09536058-n
2437;atotputernic;Noun;1;0;0;1;0;1;1;0;0;1;ENG30-09536058-n
2438;creator;Noun;1;0;0;1;0;1;1;0;0;1;ENG30-09536058-n
2439;divinitate;Noun;1;0;0;1;0;1;1;0;0;1;ENG30-09536058-n
2440;domn;Noun;1;0;0;1;0;1;1;0;0;1;ENG30-09536058-n
2441;dumnezeire;Noun;1;0;0;1;0;1;1;0;0;1;ENG30-09536058-n
2442;părinte;Noun;1;0;0;1;0;1;1;0;0;1;ENG30-09536058-n
2443;dâră;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-04680465-n
2444;dungă;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-04680465-n
2445;fâșie;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-04680465-n
2446;duplicitate;Noun;0;1;1;0;0;0;0;0;0;0;ENG30-00753240-n
2447;dur;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00748058-a
2448;durabil;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-02124096-a
2449;rezistent;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-02124096-a
2450;trainic;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-02124096-a
2451;durabilitate;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-05053688-n
2452;rezistență;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-05053688-n
2453;trăinicie;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-05053688-n
2454;fiabilitate;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-05053688-n
2455;durea;Verb;0;1;0;0;0;0;0;1;0;0;ENG30-00065070-v
2456;durere;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07535532-n
2457;chin;Noun;0;1;0;0;0;1;0;1;0;0;ENG30-14213199-n
2458;durere;Noun;0;1;0;0;0;1;0;1;0;0;ENG30-14213199-n
2459;durere;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07494363-n
2460;suferință;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07494363-n
2461;dușman;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-10055847-n
2462;inamic;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-10055847-n
2463;vrăjmaș;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-10055847-n
2464;echilibrat;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-00893441-a
2465;echilibru;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-14003880-n
2466;stabilitate;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-14003880-n
2467;echilibru;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-13934900-n
2468;echipaj;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-08273406-n
2469;economie;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-13359572-n
2470;educa;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-02388403-v
2471;se cultiva;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-02388403-v
2472;se instrui;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-02388403-v
2473;efectiv;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-00834198-a
2474;eficace;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-00834198-a
2475;eficient;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-00834198-a
2476;efort;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-00621627-n
2477;strădanie;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-00621627-n
2478;străduință;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-00621627-n
2479;egalitate;Noun;1;0;0;0;0;0;1;0;0;1;ENG30-05182452-n
2480;egoist;Noun;0;1;0;0;1;0;0;0;0;0;ENG30-10047459-n
2481;meschin;Noun;0;1;0;0;1;0;0;0;0;0;ENG30-10047459-n
2482;egotist;Noun;0;1;0;0;1;0;0;0;0;0;ENG30-10047459-n
2483;egocentric;Adjective;0;1;1;0;1;0;0;0;0;0;ENG30-00101800-a
2484;egocentrist;Adjective;0;1;1;0;1;0;0;0;0;0;ENG30-00101800-a
2485;egoist;Adjective;0;1;1;0;1;0;0;0;0;0;ENG30-00101800-a
2486;ejaculare;Noun;1;0;0;1;0;0;1;0;1;1;ENG30-13471815-n
2487;rafinare;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07357679-n
2488;elaborare;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07357679-n
2489;electric;Adjective;1;0;0;0;0;0;1;0;1;0;ENG30-00921631-a
2490;electrizant;Adjective;1;0;0;0;0;0;1;0;1;0;ENG30-00921631-a
2491;electricitate;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-11449907-n
2492;distins;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01142069-a
2493;elegant;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01142069-a
2494;fin;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01142069-a
2495;însuflețire;Noun;1;0;0;1;0;1;1;0;0;1;ENG30-04632157-n
2496;avânt;Noun;1;0;0;1;0;1;1;0;0;1;ENG30-04632157-n
2497;vervă;Noun;1;0;0;1;0;1;1;0;0;1;ENG30-04632157-n
2498;izbăvire;Noun;1;0;0;1;0;0;1;0;0;1;ENG30-00094001-n
2499;mântuire;Noun;1;0;0;1;0;0;1;0;0;1;ENG30-00094001-n
2500;deconectare;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-00385649-n
2501;decuplare;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-00385649-n
2502;concedia;Verb;0;1;1;0;0;0;0;1;0;0;ENG30-02403537-v
2503;disponibiliza;Verb;0;1;1;0;0;0;0;1;0;0;ENG30-02403537-v
2505;zbura;Verb;0;1;1;0;0;0;0;1;0;0;ENG30-02403537-v
2508;elimina;Verb;0;1;1;0;0;0;0;1;0;0;ENG30-02501738-v
2509;exclude;Verb;0;1;1;0;0;0;0;1;0;0;ENG30-02501738-v
2510;elimina;Verb;0;1;1;0;0;1;0;1;0;0;ENG30-00571061-v
2511;îndepărta;Verb;0;1;1;0;0;1;0;1;0;0;ENG30-00571061-v
2512;înlătura;Verb;0;1;1;0;0;1;0;1;0;0;ENG30-00571061-v
2513;suprima;Verb;0;1;1;0;0;1;0;1;0;0;ENG30-00571061-v
2514;elocvență;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07069210-n
2515;oratorie;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07069210-n
2516;retorică;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07069210-n
2517;clarifica;Verb;1;0;0;0;0;0;0;0;0;1;ENG30-00939857-v
2518;desluși;Verb;1;0;0;0;0;0;0;0;0;1;ENG30-00939857-v
2519;lămuri;Verb;1;0;0;0;0;0;0;0;0;1;ENG30-00939857-v
2520;limpezi;Verb;1;0;0;0;0;0;0;0;0;1;ENG30-00939857-v
2521;elucida;Verb;1;0;0;0;0;0;0;0;0;1;ENG30-00939857-v
2522;eliberare;Noun;1;0;0;1;0;0;1;0;0;0;ENG30-00787832-n
2523;emancipare;Noun;1;0;0;1;0;0;1;0;0;0;ENG30-00787832-n
2524;embargo;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-06660520-n
2525;embolie;Noun;0;1;0;0;0;1;0;1;0;0;ENG30-14101083-n
2526;eminent;Adjective;1;0;0;0;0;0;0;0;0;0;DEX
2527;palpitant;Adjective;1;0;0;1;0;0;1;0;1;0;ENG30-00921866-a
2528;pasionant;Adjective;1;0;0;1;0;0;1;0;1;0;ENG30-00921866-a
2529;empatie;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07554856-n
2530;energic;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-02278939-a
2531;agasant;Adjective;0;1;1;0;0;0;0;0;0;0;ENG30-00089550-a
2532;enervant;Adjective;0;1;1;0;0;0;0;0;0;0;ENG30-00089550-a
2533;iritant;Adjective;0;1;1;0;0;0;0;0;0;0;ENG30-00089550-a
2534;sâcâitor;Adjective;0;1;1;0;0;0;0;0;0;0;ENG30-00089550-a
2535;supărător;Adjective;0;1;1;0;0;0;0;0;0;0;ENG30-00089550-a
2536;grandios;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01386010-a
2537;monumental;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01386010-a
2538;epic;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01386010-a
2539;epidemie;Noun;0;1;1;1;1;1;0;1;1;0;ENG30-07435533-n
2540;molimă;Noun;0;1;1;1;1;1;0;1;1;0;ENG30-07435533-n
2541;diecezan;Adjective;0;0;0;0;0;0;0;0;0;1;ENG30-02721057-a
2542;eparhial;Adjective;0;0;0;0;0;0;0;0;0;1;ENG30-02721057-a
2543;episcopal;Adjective;0;0;0;0;0;0;0;0;0;1;ENG30-02721057-a
2544;epitaf;Noun;0;0;0;0;0;0;0;1;0;0;ENG30-06406625-n
2545;epuizare;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-14018055-n
2546;extenuare;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-14018055-n
2547;istovire;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-14018055-n
2548;secătuire;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-14018055-n
2549;surmenaj;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-14018055-n
2550;epuizare;Noun;0;1;0;1;0;0;0;1;0;0;ENG30-01062255-n
2551;istovit;Adjective;0;1;0;0;0;0;0;1;0;0;DEX
2553;curma;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-00355038-v
2554;eradica;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-00355038-v
2555;stârpi;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-00355038-v
2556;eradicare;Noun;0;1;1;0;1;1;0;0;0;0;ENG30-07331013-n
2557;corrigenda;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-06489847-n
2558;erată;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-06489847-n
2559;eroare;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-00070965-n
2560;greșeală;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-00070965-n
2561;eroare;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-07299569-n
2562;eronat;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00023854-a
2563;greșit;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00023854-a
2564;incorect;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00023854-a
2565;inexact;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00023854-a
2566;erou;Noun;1;0;0;1;0;0;1;0;1;1;ENG30-10325013-n
2567;erodare;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-13475538-n
2568;eroziune;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-13475538-n
2569;cărturar;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-10557854-n
2570;erudit;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-10557854-n
2571;învățat;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-10557854-n
2572;savant;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-10557854-n
2573;erupe;Verb;0;1;1;0;0;0;0;0;1;0;ENG30-00345508-v
2574;izbucni;Verb;0;1;1;0;0;0;0;0;1;0;ENG30-00345508-v
2575;declanșare;Noun;0;1;1;0;0;1;0;0;1;0;ENG30-07435273-n
2576;dezlănțuire;Noun;0;1;1;0;0;1;0;0;1;0;ENG30-07435273-n
2577;izbucnire;Noun;0;1;1;0;0;1;0;0;1;0;ENG30-07435273-n
2578;erupție;Noun;0;1;1;0;0;1;0;0;1;0;ENG30-07435273-n
2579;escorta;Verb;0;0;0;0;0;0;0;0;0;1;ENG30-02026433-v
2580;cardinal;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01277097-a
2581;principal;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01277097-a
2582;esențial;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01277097-a
2583;fundamental;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01277097-a
2584;cheie;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01277097-a
2585;estetic;Adverb;1;0;0;0;0;0;0;0;0;0;ENG30-00261231-r
2586;întuneca;Verb;0;1;0;0;0;0;0;0;0;0;ENG30-02157731-v
2587;obscura;Verb;0;1;0;0;0;0;0;0;0;0;ENG30-02157731-v
2588;încețoșa;Verb;0;1;0;0;0;0;0;0;0;0;ENG30-02157731-v
2589;eșuat;Adjective;0;1;0;0;0;0;0;0;0;0;DEX
2590;etic;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-02035086-a
2591;moral;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-02035086-a
2592;etică;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-06663617-n
2593;morală;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-06663617-n
2594;eutanasie;Noun;0;1;0;0;0;1;0;1;0;0;ENG30-00219856-n
2595;ejecta;Verb;0;1;0;0;0;0;0;0;0;0;DEX
2596;evacua;Verb;0;1;0;0;0;1;0;0;0;0;ENG30-01856450-v
2597;evacua;Verb;0;1;0;0;0;0;0;1;0;0;ENG30-01468058-v
2598;arunca;Verb;0;1;0;0;0;0;0;0;0;0;ENG30-01514525-v
2599;azvârli;Verb;0;1;0;0;0;0;0;0;0;0;ENG30-01514525-v
2600;evacuare;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-00054821-n
2602;evadare;Noun;1;1;0;1;0;1;0;0;0;0;ENG30-00058743-n
2603;fugă;Noun;1;1;0;1;0;1;0;0;0;0;ENG30-00058743-n
2604;scăpare;Noun;1;1;0;1;0;1;0;0;0;0;ENG30-00058743-n
2605;evaluator;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-10692883-n
2606;eventualitate;Noun;0;0;0;1;0;1;0;0;0;0;ENG30-07290761-n
2607;posibilitate;Noun;0;0;0;1;0;1;0;0;0;0;ENG30-07290761-n
2608;eluda;Verb;0;1;0;0;0;1;0;0;0;0;ENG30-00811881-v
2609;evita;Verb;0;1;0;0;0;1;0;0;0;0;ENG30-00811881-v
2610;ocoli;Verb;0;1;0;0;0;1;0;0;0;0;ENG30-00811881-v
2611;evitare;Noun;0;1;0;0;0;1;0;0;0;0;DEX
2612;cucernic;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-01781478-a
2613;cuvios;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-01781478-a
2614;evlavios;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-01781478-a
2615;pios;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-01781478-a
2616;preacredincios;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-01781478-a
2617;smerit;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-01781478-a
2618;ceresc;Adjective;1;0;0;0;0;0;1;0;0;1;ENG30-01178974-a
2619;divin;Adjective;1;0;0;0;0;0;1;0;0;1;ENG30-01178974-a
2620;dumnezeiesc;Adjective;1;0;0;0;0;0;1;0;0;1;ENG30-01178974-a
2621;exagera;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-00839834-v
2622;mistifica;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-00839834-v
2623;hiperboliza;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-00839834-v
2624;amplifica;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-00839834-v
2625;exagerat;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01533806-a
2626;vervă;Noun;1;0;0;0;0;0;1;0;0;1;ENG30-07491981-n
2627;chef;Noun;1;0;0;0;0;0;1;0;0;1;ENG30-07491981-n
2628;entuziasm;Noun;1;0;0;0;0;0;1;0;0;1;ENG30-07491981-n
2629;elan;Noun;1;0;0;0;0;0;1;0;0;1;ENG30-07491981-n
2630;inspecție;Noun;0;1;0;0;0;1;0;0;1;0;ENG30-00879271-n
2631;exaspera;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-01786906-v
2632;înfuria;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-01786906-v
2633;agasa;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-01786906-v
2634;se aprinde;Verb;0;1;1;0;0;1;0;0;0;0;ENG30-01795428-v
2638;înnebuni;Verb;0;1;1;0;0;1;0;0;0;0;ENG30-01795428-v
2639;admirabil;Adjective;1;0;0;0;0;0;1;0;0;1;ENG30-02343110-a
2640;deosebit;Adjective;1;0;0;0;0;0;1;0;0;1;ENG30-02343110-a
